MS SubClass,Overall Qual,Year Built,Year Remod/Add,Total Bsmt SF,1st Flr SF,Gr Liv Area,Full Bath,Garage Yr Blt,Garage Cars,Garage Area,SalePrice,House Age,Remodel Age,Total SF,Total SF Plus Garage,Total Baths,Qual x SF,Exter Qual_Ord,Bsmt Qual_Ord,Heating QC_Ord,Kitchen Qual_Ord,Fireplace Qu_Ord,Functional_Ord,Neighborhood__BrkSide,Neighborhood__ClearCr,Neighborhood__CollgCr,Neighborhood__Crawfor,Neighborhood__Edwards,Neighborhood__Gilbert,Neighborhood__IDOTRR,Neighborhood__MeadowV,Neighborhood__NAmes,Neighborhood__NWAmes,Neighborhood__NoRidge,Neighborhood__NridgHt,Neighborhood__OldTown,Neighborhood__Other,Neighborhood__SWISU,Neighborhood__Sawyer,Neighborhood__SawyerW,Neighborhood__Somerst,Neighborhood__Timber,House Style__2Story,House Style__SFoyer,Bldg Type__2fmCon,Bldg Type__Duplex,Bldg Type__Twnhs,Bldg Type__TwnhsE,Sale Condition__Other,Sale Condition__Partial,Sale Type__New,Sale Type__Other,Sale Type__WD ,Garage Type__BuiltIn,Garage Type__Detchd,Garage Type__Other,Foundation__CBlock,Foundation__PConc,Foundation__Slab,Exterior 1st__CemntBd,Exterior 1st__HdBoard,Exterior 1st__MetalSd,Exterior 1st__Stucco,Exterior 1st__VinylSd,Exterior 1st__Wd Sdng,Exterior 1st__WdShing,Exterior 2nd__CmentBd,Exterior 2nd__HdBoard,Exterior 2nd__MetalSd,Exterior 2nd__Stucco,Exterior 2nd__VinylSd,Exterior 2nd__Wd Sdng,Exterior 2nd__Wd Shng,Roof Style__Hip,MS Zoning__Other,MS Zoning__RL,MS Zoning__RM,Lot Shape__IR2,Lot Shape__Reg,Lot Config__CulDSac,Lot Config__Inside,Condition 1__Feedr,Condition 1__Norm,Condition 1__PosN,Garage Finish_Ord,Garage Finish x Garage Area,Garage Finish x Garage Cars,Garage Finish x Garage Area x Garage Cars,Garage Cars x Garage Area,Qual x SF Plus Garage,Qual x SF Plus Garage + Garage Finish x Garage Area,SaleYear,SaleMonth,SaleQuarter,Age Bucket_Ord,BsmtFin Type 1__ALQ,BsmtFin Type 1__BLQ,BsmtFin Type 1__GLQ,BsmtFin Type 1__LwQ,BsmtFin Type 1__Rec,BsmtFin Type 1__Unf,Season Sold__Fall,Season Sold__Spring,Season Sold__Summer,Season Sold__Winter
60,6,1993,1994,763.0,763,1655,2,1993.0,2.0,440.0,175900,17,16,2418.0,2858.0,2.5,14508.0,3,4.0,4,3,3.0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3.0,1320.0,6.0,2640.0,880.0,17148.0,18468.0,2010,4,2,3,0,0,0,0,0,1,0,1,0,0
20,6,1992,2007,1168.0,1187,1187,2,1992.0,2.0,420.0,185000,18,3,2355.0,2775.0,2.0,14130.0,3,4.0,5,3,0.0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,3.0,1260.0,6.0,2520.0,840.0,16650.0,17910.0,2010,3,1,3,1,0,0,0,0,0,0,1,0,0
60,6,1998,1998,789.0,789,1465,2,1998.0,2.0,393.0,180400,12,12,2254.0,2647.0,2.5,13524.0,3,4.0,4,3,4.0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,3.0,1179.0,6.0,2358.0,786.0,15882.0,17061.0,2010,5,2,3,0,0,0,0,0,1,0,1,0,0
20,7,1990,1990,1300.0,1341,1341,1,1990.0,2.0,506.0,171500,20,20,2641.0,3147.0,1.5,18487.0,3,4.0,4,4,1.0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1.0,506.0,2.0,1012.0,1012.0,22029.0,22535.0,2010,2,1,3,0,0,1,0,0,0,0,0,0,1
120,8,1985,1985,1488.0,1502,1502,1,1985.0,2.0,528.0,212000,25,25,2990.0,3518.0,1.5,23920.0,4,4.0,3,4,0.0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2.0,1056.0,4.0,2112.0,1056.0,28144.0,29200.0,2010,6,2,3,0,0,1,0,0,0,0,0,1,0
50,8,1988,2005,559.0,1080,1752,2,1988.0,2.0,492.0,164000,22,5,2311.0,2803.0,2.0,18488.0,4,4.0,4,3,0.0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,2.0,984.0,4.0,1968.0,984.0,22424.0,23408.0,2010,6,2,3,0,0,1,0,0,0,0,0,1,0
20,4,1951,1951,864.0,864,864,1,1951.0,2.0,400.0,141000,59,59,1728.0,2128.0,1.0,6912.0,3,3.0,5,3,0.0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1.0,400.0,2.0,800.0,800.0,8512.0,8912.0,2010,6,2,2,0,0,0,1,0,0,0,0,1,0
20,6,1978,1988,1542.0,2073,2073,2,1978.0,2.0,500.0,210000,32,22,3615.0,4115.0,2.0,21690.0,3,4.0,3,3,3.0,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1.0,500.0,2.0,1000.0,1000.0,24690.0,25190.0,2010,2,1,2,1,0,0,0,0,0,0,0,0,1
20,6,1977,1977,1844.0,1844,1844,2,1977.0,2.0,546.0,190000,33,33,3688.0,4234.0,2.0,22128.0,3,4.0,5,3,3.0,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,2.0,1092.0,4.0,2184.0,1092.0,25404.0,26496.0,2010,1,1,2,0,1,0,0,0,0,0,0,0,1
85,7,1974,1974,1053.0,1173,1173,2,1974.0,2.0,528.0,170000,36,36,2226.0,2754.0,2.0,15582.0,3,4.0,3,4,3.0,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,2.0,1056.0,4.0,2112.0,1056.0,19278.0,20334.0,2010,1,1,2,0,0,1,0,0,0,0,0,0,1
60,7,2000,2000,814.0,814,1674,2,2000.0,2.0,663.0,216000,10,10,2488.0,3151.0,2.5,17416.0,4,4.0,5,4,0.0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,2.0,1326.0,4.0,2652.0,1326.0,22057.0,23383.0,2010,1,1,4,0,0,1,0,0,0,0,0,0,1
20,6,1970,1970,1004.0,1004,1004,1,1970.0,2.0,480.0,149000,40,40,2008.0,2488.0,1.0,12048.0,3,3.0,5,3,3.0,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,3.0,1440.0,6.0,2880.0,960.0,14928.0,16368.0,2010,3,1,2,1,0,0,0,0,0,0,1,0,0
20,5,1971,2008,1078.0,1078,1078,1,1971.0,2.0,500.0,149900,39,2,2156.0,2656.0,1.5,10780.0,3,3.0,5,3,2.0,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,3.0,1500.0,6.0,3000.0,1000.0,13280.0,14780.0,2010,4,2,2,0,0,1,0,0,0,0,1,0,0
20,5,1968,1968,1056.0,1056,1056,1,1968.0,1.0,304.0,142000,42,42,2112.0,2416.0,1.0,10560.0,3,3.0,5,3,2.0,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,1.0,304.0,1.0,304.0,304.0,12080.0,12384.0,2010,7,3,2,0,1,0,0,0,0,0,0,1,0
20,4,1970,1970,882.0,882,882,1,1970.0,2.0,525.0,126000,40,40,1764.0,2289.0,1.0,7056.0,3,3.0,3,3,0.0,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,3.0,1575.0,6.0,3150.0,1050.0,9156.0,10731.0,2010,4,2,2,1,0,0,0,0,0,0,1,0,0
20,4,1971,1971,864.0,864,864,1,1971.0,0.0,0.0,115000,39,39,1728.0,1728.0,1.0,6912.0,3,3.0,3,3,1.0,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,6912.0,6912.0,2010,4,2,2,1,0,0,0,0,0,0,1,0,0
120,7,1999,1999,1405.0,1337,1337,2,1999.0,2.0,511.0,184000,11,11,2742.0,3253.0,2.0,19194.0,4,4.0,5,4,2.0,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3.0,1533.0,6.0,3066.0,1022.0,22771.0,24304.0,2010,6,2,3,0,0,1,0,0,0,0,0,1,0
160,6,1971,1971,483.0,483,987,1,1971.0,1.0,264.0,96000,39,39,1470.0,1734.0,1.5,8820.0,3,3.0,3,3,0.0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1.0,264.0,1.0,264.0,264.0,10404.0,10668.0,2010,2,1,2,0,0,0,0,1,0,0,0,0,1
160,5,1971,1971,525.0,525,1092,1,1997.0,1.0,320.0,105500,39,39,1617.0,1937.0,1.5,8085.0,3,3.0,3,3,0.0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1.0,320.0,1.0,320.0,320.0,9685.0,10005.0,2010,3,1,2,0,0,0,0,1,0,0,1,0,0
160,6,1971,1971,525.0,525,1092,1,1971.0,1.0,264.0,88000,39,39,1617.0,1881.0,1.5,9702.0,3,3.0,3,3,0.0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1.0,264.0,1.0,264.0,264.0,11286.0,11550.0,2010,3,1,2,0,0,0,0,0,1,0,1,0,0
120,6,1977,1977,1069.0,1069,1069,2,1977.0,2.0,440.0,127500,33,33,2138.0,2578.0,2.0,12828.0,3,4.0,3,3,2.0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,2.0,880.0,4.0,1760.0,880.0,15468.0,16348.0,2010,7,3,2,1,0,0,0,0,0,0,0,1,0
160,6,1975,1975,855.0,855,1456,2,1975.0,2.0,440.0,149900,35,35,2311.0,2751.0,2.5,13866.0,3,3.0,3,4,3.0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1.0,440.0,2.0,880.0,880.0,16506.0,16946.0,2010,6,2,2,1,0,0,0,0,0,0,0,1,0
120,7,1975,1975,836.0,836,836,1,1975.0,1.0,308.0,120000,35,35,1672.0,1980.0,1.0,11704.0,3,4.0,5,3,0.0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1.0,308.0,1.0,308.0,308.0,13860.0,14168.0,2010,6,2,2,0,0,0,0,0,1,0,0,1,0
160,6,1978,1978,855.0,855,1456,2,1978.0,2.0,440.0,146000,32,32,2311.0,2751.0,2.5,13866.0,3,4.0,2,3,3.0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1.0,440.0,2.0,880.0,880.0,16506.0,16946.0,2010,7,3,2,1,0,0,0,0,0,0,0,1,0
20,8,2007,2008,1704.0,1704,1704,2,2008.0,3.0,772.0,306000,3,2,3408.0,4180.0,2.0,27264.0,4,5.0,5,4,4.0,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,2.0,1544.0,6.0,4632.0,2316.0,33440.0,34984.0,2010,5,2,4,0,0,1,0,0,0,0,1,0,0
20,8,2009,2010,1544.0,1544,1544,2,2009.0,3.0,868.0,290941,1,0,3088.0,3956.0,2.0,24704.0,4,4.0,5,4,0.0,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,2.0,1736.0,6.0,5208.0,2604.0,31648.0,33384.0,2010,6,2,4,0,0,0,0,0,1,0,0,1,0
20,7,2005,2005,1541.0,1541,1541,2,2005.0,2.0,532.0,220000,5,5,3082.0,3614.0,2.0,21574.0,4,4.0,5,4,4.0,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,2.0,1064.0,4.0,2128.0,1064.0,25298.0,26362.0,2010,5,2,4,0,1,0,0,0,0,0,1,0,0
20,9,2005,2005,1698.0,1698,1698,2,2005.0,3.0,730.0,275000,5,5,3396.0,4126.0,2.0,30564.0,4,5.0,5,5,4.0,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,3.0,2190.0,9.0,6570.0,2190.0,37134.0,39324.0,2010,6,2,4,0,0,1,0,0,0,0,0,1,0
20,8,2005,2006,1822.0,1822,1822,2,2005.0,3.0,678.0,259000,5,4,3644.0,4322.0,2.0,29152.0,4,5.0,5,5,4.0,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,2.0,1356.0,6.0,4068.0,2034.0,34576.0,35932.0,2010,2,1,4,0,0,1,0,0,0,0,0,0,1
20,7,2004,2004,1517.0,1535,1535,2,2004.0,2.0,532.0,214000,6,6,3052.0,3584.0,2.0,21364.0,4,4.0,5,4,0.0,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,2.0,1064.0,4.0,2128.0,1064.0,25088.0,26152.0,2010,3,1,4,0,0,1,0,0,0,0,1,0,0
120,7,2009,2010,1358.0,1358,1358,2,2010.0,2.0,484.0,224000,1,0,2716.0,3200.0,2.0,19012.0,4,4.0,5,4,4.0,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,2.0,968.0,4.0,1936.0,968.0,22400.0,23368.0,2010,6,2,4,0,0,1,0,0,0,0,0,1,0
60,8,2002,2002,1671.0,1687,2250,2,2002.0,3.0,756.0,320000,8,8,3921.0,4677.0,2.5,31368.0,4,4.0,5,4,5.0,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,3.0,2268.0,9.0,6804.0,2268.0,37416.0,39684.0,2010,6,2,4,0,0,1,0,0,0,0,0,1,0
120,9,2005,2005,1752.0,1752,1752,2,2005.0,2.0,576.0,319900,5,5,3504.0,4080.0,2.0,31536.0,5,5.0,5,5,4.0,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,2.0,1152.0,4.0,2304.0,1152.0,36720.0,37872.0,2010,2,1,4,0,0,1,0,0,0,0,0,0,1
120,8,2006,2006,1370.0,1370,1370,2,2006.0,2.0,484.0,205000,4,4,2740.0,3224.0,2.0,21920.0,4,4.0,5,4,4.0,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,2.0,968.0,4.0,1936.0,968.0,25792.0,26760.0,2010,4,2,4,0,0,1,0,0,0,0,1,0,0
